County,Date,Status (as of 2024-06-04),Number of Transactions
Morrow,3/22/2021,Approved,1
Morrow,3/24/2021,Approved,1
Morrow,3/26/2021,Approved,1
Morrow,3/27/2021,Approved,3
Morrow,3/31/2021,Approved,1
Morrow,4/1/2021,Approved,3
Morrow,4/2/2021,Approved,3
Morrow,4/5/2021,Approved,4
Morrow,4/6/2021,Approved,2
Morrow,4/8/2021,Approved,3
Morrow,4/9/2021,Approved,2
Morrow,4/10/2021,Approved,1
Morrow,4/12/2021,Approved,1
Morrow,4/14/2021,Approved,2
Morrow,4/15/2021,Approved,2
Morrow,4/16/2021,Approved,3
Morrow,4/17/2021,Approved,1
Morrow,4/19/2021,Approved,1
Morrow,4/21/2021,Approved,3
Morrow,4/24/2021,Approved,2
Morrow,4/28/2021,Approved,1
Morrow,4/30/2021,Approved,1
Morrow,5/3/2021,Approved,1
Morrow,5/6/2021,Approved,1
Morrow,5/10/2021,Approved,2
Morrow,5/12/2021,Approved,3
Morrow,5/14/2021,Approved,1
Morrow,5/21/2021,Approved,1
Morrow,5/23/2021,Approved,1
Morrow,5/24/2021,Approved,1
Morrow,5/25/2021,Approved,1
Morrow,6/4/2021,Approved,1
Morrow,6/5/2021,Approved,1
Morrow,6/6/2021,Approved,1
Morrow,6/9/2021,Approved,1
Morrow,6/12/2021,Approved,1
Morrow,6/18/2021,Approved,1
Morrow,6/19/2021,Approved,2
Morrow,6/22/2021,Approved,1
Morrow,6/23/2021,Approved,3
Morrow,7/3/2021,Approved,1
Morrow,7/6/2021,Approved,1
Morrow,7/7/2021,Approved,1
Morrow,7/12/2021,Approved,1
Morrow,7/14/2021,Approved,2
Morrow,7/16/2021,Approved,2
Morrow,7/20/2021,Approved,1
Morrow,7/26/2021,Approved,1
Morrow,7/27/2021,Approved,1
Morrow,7/30/2021,Approved,2
Morrow,7/31/2021,Approved,3
Morrow,8/3/2021,Approved,1
Morrow,8/4/2021,Approved,2
Morrow,8/5/2021,Approved,1
Morrow,8/6/2021,Approved,1
Morrow,8/9/2021,Approved,1
Morrow,8/11/2021,Approved,1
Morrow,8/13/2021,Approved,1
Morrow,8/16/2021,Approved,2
Morrow,8/17/2021,Approved,1
Morrow,8/18/2021,Approved,2
Morrow,8/20/2021,Approved,3
Morrow,8/24/2021,Approved,1
Morrow,9/1/2021,Approved,1
Morrow,9/4/2021,Approved,1
Morrow,9/8/2021,Approved,1
Morrow,9/12/2021,Approved,1
Morrow,9/14/2021,Approved,2
Morrow,9/15/2021,Approved,2
Morrow,9/23/2021,Approved,1
Morrow,9/24/2021,Approved,2
Morrow,9/25/2021,Approved,1
Morrow,9/28/2021,Approved,1
Morrow,10/1/2021,Approved,1
Morrow,10/5/2021,Approved,1
Morrow,10/6/2021,Approved,1
Morrow,10/7/2021,Approved,1
Morrow,10/8/2021,Approved,1
Morrow,10/11/2021,Approved,2
Morrow,10/13/2021,Approved,4
Morrow,10/19/2021,Approved,3
Morrow,10/23/2021,Approved,1
Morrow,11/2/2021,Approved,1
Morrow,11/3/2021,Approved,2
Morrow,11/4/2021,Approved,2
Morrow,11/5/2021,Approved,1
Morrow,11/8/2021,Approved,1
Morrow,11/10/2021,Approved,2
Morrow,11/11/2021,Approved,1
Morrow,11/13/2021,Approved,1
Morrow,11/15/2021,Approved,2
Morrow,11/16/2021,Approved,1
Morrow,11/17/2021,Approved,2
Morrow,11/18/2021,Approved,1
Morrow,11/20/2021,Approved,1
Morrow,11/22/2021,Approved,2
Morrow,11/24/2021,Approved,1
Morrow,11/27/2021,Approved,1
Morrow,11/29/2021,Approved,2
Morrow,11/30/2021,Approved,1
Morrow,11/30/2021,Denied,1
Morrow,12/1/2021,Approved,1
Morrow,12/5/2021,Approved,1
Morrow,12/7/2021,Approved,3
Morrow,12/10/2021,Approved,3
Morrow,12/14/2021,Approved,1
Morrow,12/15/2021,Approved,1
Morrow,12/17/2021,Approved,2
Morrow,12/20/2021,Approved,1
Morrow,12/22/2021,Approved,1
Morrow,12/23/2021,Approved,2
Morrow,12/29/2021,Approved,1
Morrow,12/30/2021,Approved,3
Morrow,1/1/2022,Approved,1
Morrow,1/5/2022,Approved,1
Morrow,1/8/2022,Approved,2
Morrow,1/11/2022,Approved,1
Morrow,1/12/2022,Approved,1
Morrow,1/14/2022,Approved,1
Morrow,1/15/2022,Approved,2
Morrow,1/17/2022,Approved,2
Morrow,1/19/2022,Approved,1
Morrow,1/20/2022,Approved,1
Morrow,1/21/2022,Approved,1
Morrow,1/25/2022,Approved,2
Morrow,1/27/2022,Approved,1
Morrow,1/28/2022,Approved,1
Morrow,2/1/2022,Approved,1
Morrow,2/7/2022,Approved,1
Morrow,2/9/2022,Approved,1
Morrow,2/11/2022,Approved,1
Morrow,2/15/2022,Approved,1
Morrow,2/16/2022,Approved,2
Morrow,2/18/2022,Approved,3
Morrow,2/23/2022,Approved,1
Morrow,2/25/2022,Approved,1
Morrow,2/26/2022,Approved,1
Morrow,3/3/2022,Approved,1
Morrow,3/5/2022,Approved,1
Morrow,3/7/2022,Approved,3
Morrow,3/8/2022,Approved,3
Morrow,3/9/2022,Approved,2
Morrow,3/22/2022,Approved,2
Morrow,3/23/2022,Approved,2
Morrow,3/24/2022,Approved,2
Morrow,3/27/2022,Approved,1
Morrow,3/28/2022,Approved,3
Morrow,3/29/2022,Approved,1
Morrow,3/30/2022,Approved,2
Morrow,3/31/2022,Approved,1
Morrow,4/1/2022,Approved,1
Morrow,4/4/2022,Approved,1
Morrow,4/6/2022,Approved,1
Morrow,4/7/2022,Approved,1
Morrow,4/8/2022,Approved,2
Morrow,4/12/2022,Approved,1
Morrow,4/15/2022,Approved,1
Morrow,4/16/2022,Approved,1
Morrow,4/18/2022,Approved,1
Morrow,4/19/2022,Approved,1
Morrow,4/20/2022,Approved,1
Morrow,4/22/2022,Approved,1
Morrow,4/25/2022,Approved,1
Morrow,4/28/2022,Approved,2
Morrow,5/3/2022,Approved,3
Morrow,5/4/2022,Approved,1
Morrow,5/5/2022,Approved,1
Morrow,5/6/2022,Approved,2
Morrow,5/9/2022,Approved,2
Morrow,5/11/2022,Approved,1
Morrow,5/13/2022,Approved,2
Morrow,5/14/2022,Approved,2
Morrow,5/15/2022,Approved,1
Morrow,5/16/2022,Approved,1
Morrow,5/17/2022,Approved,1
Morrow,5/20/2022,Approved,2
Morrow,5/31/2022,Approved,2
Morrow,6/1/2022,Approved,1
Morrow,6/3/2022,Approved,1
Morrow,6/6/2022,Approved,3
Morrow,6/13/2022,Approved,1
Morrow,6/15/2022,Approved,1
Morrow,6/17/2022,Approved,2
Morrow,6/20/2022,Approved,1
Morrow,6/22/2022,Approved,1
Morrow,6/24/2022,Approved,1
Morrow,6/29/2022,Approved,2
Morrow,7/1/2022,Approved,2
Morrow,7/8/2022,Approved,1
Morrow,7/11/2022,Approved,1
Morrow,7/14/2022,Approved,1
Morrow,7/15/2022,Approved,1
Morrow,7/18/2022,Approved,2
Morrow,7/26/2022,Approved,1
Morrow,8/1/2022,Approved,2
Morrow,8/4/2022,Approved,2
Morrow,8/11/2022,Approved,2
Morrow,8/12/2022,Approved,1
Morrow,8/13/2022,Approved,3
Morrow,8/16/2022,Approved,1
Morrow,8/16/2022,Canceled,1
Morrow,8/19/2022,Approved,1
Morrow,8/22/2022,Approved,1
Morrow,8/28/2022,Approved,1
Morrow,8/29/2022,Approved,1
Morrow,8/31/2022,Approved,1
Morrow,9/1/2022,Approved,1
Morrow,9/2/2022,Approved,1
Morrow,9/6/2022,Approved,1
Morrow,9/8/2022,Approved,2
Morrow,9/9/2022,Approved,1
Morrow,9/10/2022,Approved,1
Morrow,9/12/2022,Approved,1
Morrow,9/13/2022,Approved,1
Morrow,9/14/2022,Approved,1
Morrow,9/17/2022,Approved,1
Morrow,9/19/2022,Approved,1
Morrow,9/19/2022,Pending,1
Morrow,9/20/2022,Approved,1
Morrow,9/21/2022,Approved,1
Morrow,9/28/2022,Approved,1
Morrow,9/29/2022,Approved,1
Morrow,10/1/2022,Approved,1
Morrow,10/4/2022,Approved,1
Morrow,10/5/2022,Approved,2
Morrow,10/11/2022,Approved,1
Morrow,10/15/2022,Approved,1
Morrow,10/16/2022,Approved,1
Morrow,10/17/2022,Approved,2
Morrow,10/19/2022,Approved,1
Morrow,10/20/2022,Approved,2
Morrow,10/21/2022,Approved,2
Morrow,10/24/2022,Approved,1
Morrow,11/1/2022,Approved,2
Morrow,11/3/2022,Approved,1
Morrow,11/4/2022,Approved,3
Morrow,11/5/2022,Approved,2
Morrow,11/8/2022,Approved,2
Morrow,11/10/2022,Approved,1
Morrow,11/11/2022,Approved,5
Morrow,11/12/2022,Approved,2
Morrow,11/14/2022,Approved,5
Morrow,11/15/2022,Approved,1
Morrow,11/16/2022,Approved,3
Morrow,11/17/2022,Approved,3
Morrow,11/18/2022,Approved,9
Morrow,11/20/2022,Approved,1
Morrow,11/21/2022,Approved,3
Morrow,11/22/2022,Approved,11
Morrow,11/23/2022,Approved,1
Morrow,11/25/2022,Approved,1
Morrow,11/26/2022,Approved,2
Morrow,11/28/2022,Approved,8
Morrow,11/29/2022,Approved,5
Morrow,11/30/2022,Approved,1
Morrow,12/1/2022,Approved,4
Morrow,12/2/2022,Approved,8
Morrow,12/3/2022,Approved,3
Morrow,12/5/2022,Approved,2
Morrow,12/6/2022,Approved,2
Morrow,12/9/2022,Approved,1
Morrow,12/10/2022,Approved,1
Morrow,12/11/2022,Approved,1
Morrow,12/12/2022,Approved,1
Morrow,12/16/2022,Approved,1
Morrow,12/19/2022,Pending,1
Morrow,12/21/2022,Approved,1
Morrow,12/22/2022,Approved,1
Morrow,12/30/2022,Approved,1
Morrow,1/3/2023,Approved,10
Morrow,1/4/2023,Approved,2
Morrow,1/8/2023,Approved,1
Morrow,1/10/2023,Approved,2
Morrow,1/12/2023,Approved,1
Morrow,1/13/2023,Approved,1
Morrow,1/18/2023,Approved,1
Morrow,1/19/2023,Approved,7
Morrow,1/20/2023,Approved,1
Morrow,1/23/2023,Approved,2
Morrow,1/24/2023,Approved,1
Morrow,1/25/2023,Approved,1
Morrow,1/27/2023,Approved,1
Morrow,1/28/2023,Approved,1
Morrow,1/30/2023,Approved,2
Morrow,2/2/2023,Approved,2
Morrow,2/3/2023,Approved,1
Morrow,2/8/2023,Approved,1
Morrow,2/9/2023,Approved,1
Morrow,2/10/2023,Approved,2
Morrow,2/14/2023,Approved,1
Morrow,2/17/2023,Approved,2
Morrow,2/18/2023,Approved,2
Morrow,2/22/2023,Approved,1
Morrow,2/23/2023,Approved,2
Morrow,2/24/2023,Approved,1
Morrow,3/7/2023,Approved,1
Morrow,3/9/2023,Approved,2
Morrow,3/10/2023,Approved,1
Morrow,3/13/2023,Approved,1
Morrow,3/16/2023,Approved,2
Morrow,3/17/2023,Approved,3
Morrow,3/18/2023,Approved,1
Morrow,3/22/2023,Approved,6
Morrow,3/25/2023,Approved,1
Morrow,3/26/2023,Approved,1
Morrow,3/29/2023,Approved,2
Morrow,3/31/2023,Approved,2
Morrow,4/1/2023,Approved,1
Morrow,4/3/2023,Approved,3
Morrow,4/4/2023,Approved,1
Morrow,4/5/2023,Approved,1
Morrow,4/7/2023,Approved,1
Morrow,4/8/2023,Approved,1
Morrow,4/10/2023,Approved,2
Morrow,4/10/2023,Canceled,1
Morrow,4/19/2023,Approved,2
Morrow,4/20/2023,Approved,2
Morrow,4/24/2023,Approved,1
Morrow,4/25/2023,Approved,1
Morrow,4/26/2023,Approved,8
Morrow,4/29/2023,Approved,1
Morrow,5/1/2023,Approved,2
Morrow,5/2/2023,Approved,2
Morrow,5/3/2023,Approved,1
Morrow,5/4/2023,Approved,1
Morrow,5/5/2023,Approved,1
Morrow,5/8/2023,Approved,1
Morrow,5/9/2023,Approved,1
Morrow,5/10/2023,Approved,1
Morrow,5/12/2023,Approved,1
Morrow,5/15/2023,Approved,1
Morrow,5/19/2023,Approved,2
Morrow,5/22/2023,Approved,1
Morrow,5/30/2023,Approved,1
Morrow,5/31/2023,Approved,1
Morrow,6/5/2023,Approved,1
Morrow,6/10/2023,Approved,1
Morrow,6/12/2023,Approved,1
Morrow,6/14/2023,Approved,1
Morrow,6/20/2023,Approved,5
Morrow,6/28/2023,Approved,1
Morrow,7/1/2023,Approved,1
Morrow,7/18/2023,Approved,1
Morrow,7/24/2023,Approved,2
Morrow,7/25/2023,Approved,1
Morrow,7/28/2023,Approved,1
Morrow,7/29/2023,Approved,1
Morrow,7/31/2023,Approved,2
Morrow,8/7/2023,Approved,2
Morrow,8/8/2023,Approved,1
Morrow,8/9/2023,Approved,1
Morrow,8/11/2023,Approved,1
Morrow,8/16/2023,Approved,1
Morrow,8/17/2023,Approved,1
Morrow,8/21/2023,Approved,2
Morrow,8/22/2023,Approved,1
Morrow,8/25/2023,Approved,1
Morrow,8/30/2023,Approved,1
Morrow,8/31/2023,Approved,3
Morrow,9/2/2023,Approved,1
Morrow,9/5/2023,Approved,1
Morrow,9/11/2023,Approved,3
Morrow,9/13/2023,Approved,3
Morrow,9/20/2023,Approved,1
Morrow,9/23/2023,Approved,1
Morrow,9/25/2023,Approved,1
Morrow,9/26/2023,Approved,2
Morrow,10/3/2023,Approved,1
Morrow,10/4/2023,Approved,1
Morrow,10/6/2023,Approved,2
Morrow,10/9/2023,Approved,1
Morrow,10/13/2023,Approved,1
Morrow,10/16/2023,Approved,1
Morrow,11/3/2023,Approved,2
Morrow,11/6/2023,Approved,1
Morrow,11/7/2023,Approved,1
Morrow,11/8/2023,Approved,1
Morrow,11/13/2023,Approved,1
Morrow,11/14/2023,Approved,2
Morrow,11/15/2023,Approved,3
Morrow,11/16/2023,Approved,1
Morrow,11/19/2023,Approved,1
Morrow,11/21/2023,Approved,1
Morrow,11/27/2023,Approved,1
Morrow,12/3/2023,Approved,1
Morrow,12/4/2023,Approved,1
Morrow,12/8/2023,Approved,2
Morrow,12/11/2023,Approved,6
Morrow,12/13/2023,Approved,1
Morrow,12/16/2023,Approved,2
Morrow,12/18/2023,Approved,3
Morrow,12/19/2023,Approved,2
Morrow,12/19/2023,Canceled,1
Morrow,12/20/2023,Approved,1
Morrow,12/21/2023,Approved,2
Morrow,12/22/2023,Approved,2
Morrow,12/23/2023,Approved,1
Morrow,12/23/2023,Canceled,1
Morrow,12/27/2023,Approved,1
Morrow,1/1/2024,Approved,1
Morrow,1/2/2024,Approved,2
Morrow,1/4/2024,Approved,1
Morrow,1/5/2024,Approved,1
Morrow,1/9/2024,Approved,4
Morrow,1/10/2024,Approved,1
Morrow,1/15/2024,Approved,1
Morrow,1/30/2024,Approved,1
Morrow,2/1/2024,Approved,1
Morrow,2/2/2024,Approved,2
Morrow,2/5/2024,Approved,1
Morrow,2/6/2024,Approved,1
Morrow,2/7/2024,Approved,1
Morrow,2/8/2024,Approved,4
Morrow,2/9/2024,Approved,3
Morrow,2/13/2024,Approved,3
Morrow,2/15/2024,Approved,1
Morrow,2/19/2024,Approved,3
Morrow,2/19/2024,Canceled,1
Morrow,2/23/2024,Approved,1
Morrow,3/1/2024,Approved,1
Morrow,3/5/2024,Approved,4
Morrow,3/7/2024,Approved,1
Morrow,3/9/2024,Approved,1
Morrow,3/11/2024,Approved,1
Morrow,3/12/2024,Approved,1
Morrow,3/14/2024,Approved,1
Morrow,3/17/2024,Approved,1
Morrow,3/18/2024,Approved,1
Morrow,3/20/2024,Approved,2
Morrow,3/21/2024,Approved,1
Morrow,3/22/2024,Approved,2
Morrow,3/25/2024,Approved,2
Morrow,3/25/2024,Canceled,1
Morrow,3/30/2024,Approved,2
Morrow,4/1/2024,Approved,2
Morrow,4/2/2024,Approved,1
Morrow,4/3/2024,Approved,4
Morrow,4/3/2024,Pending,1
Morrow,4/5/2024,Approved,1
Morrow,4/11/2024,Approved,2
Morrow,4/12/2024,Approved,4
Morrow,4/15/2024,Approved,2
Morrow,4/17/2024,Approved,1
Morrow,4/18/2024,Approved,1
Morrow,4/19/2024,Approved,2
Morrow,4/20/2024,Approved,3
Morrow,4/23/2024,Approved,1
Morrow,4/24/2024,Approved,1
Morrow,4/25/2024,Approved,2
Morrow,4/26/2024,Approved,1
Morrow,4/26/2024,Pending,1
Morrow,4/29/2024,Approved,1
Morrow,5/4/2024,Approved,1
Morrow,5/6/2024,Approved,4
Morrow,5/7/2024,Approved,1
Morrow,5/14/2024,Approved,2
Morrow,5/18/2024,Approved,1
Morrow,5/20/2024,Approved,1
Morrow,5/22/2024,Approved,1
Morrow,5/29/2024,Approved,1
Morrow,5/29/2024,Submitted,2
Multnomah,6/4/2019,Approved,54
Multnomah,6/4/2019,Denied,1
Multnomah,6/5/2019,Approved,39
Multnomah,6/6/2019,Approved,42
Multnomah,6/7/2019,Approved,59
Multnomah,6/8/2019,Approved,87
Multnomah,6/9/2019,Approved,16
Multnomah,6/10/2019,Approved,40
Multnomah,6/11/2019,Approved,37
Multnomah,6/12/2019,Approved,26
Multnomah,6/12/2019,Denied,1
Multnomah,6/13/2019,Approved,55
Multnomah,6/14/2019,Approved,71
Multnomah,6/15/2019,Approved,68
Multnomah,6/15/2019,Denied,1
Multnomah,6/16/2019,Approved,17
Multnomah,6/17/2019,Approved,40
Multnomah,6/17/2019,Canceled,1
Multnomah,6/17/2019,Denied,1
Multnomah,6/18/2019,Approved,53
Multnomah,6/19/2019,Approved,59
Multnomah,6/19/2019,Canceled,2
Multnomah,6/20/2019,Approved,58
Multnomah,6/21/2019,Approved,49
Multnomah,6/21/2019,Canceled,1
Multnomah,6/21/2019,Denied,2
Multnomah,6/22/2019,Approved,68
Multnomah,6/23/2019,Approved,27
Multnomah,6/23/2019,Canceled,1
Multnomah,6/24/2019,Approved,56
Multnomah,6/24/2019,Canceled,1
Multnomah,6/25/2019,Approved,46
Multnomah,6/26/2019,Approved,55
Multnomah,6/26/2019,Canceled,1
Multnomah,6/27/2019,Approved,52
Multnomah,6/28/2019,Approved,63
Multnomah,6/28/2019,Canceled,1
Multnomah,6/28/2019,Denied,1
Multnomah,6/29/2019,Approved,78
Multnomah,6/29/2019,Canceled,2
Multnomah,6/29/2019,Denied,2
Multnomah,6/30/2019,Approved,16
Multnomah,7/1/2019,Approved,56
Multnomah,7/2/2019,Approved,56
Multnomah,7/2/2019,Denied,1
Multnomah,7/3/2019,Approved,69
Multnomah,7/3/2019,Denied,3
Multnomah,7/4/2019,Approved,11
Multnomah,7/5/2019,Approved,57
Multnomah,7/5/2019,Canceled,1
Multnomah,7/6/2019,Approved,68
Multnomah,7/6/2019,Canceled,1
Multnomah,7/7/2019,Approved,12
Multnomah,7/8/2019,Approved,31
Multnomah,7/8/2019,Denied,1
Multnomah,7/9/2019,Approved,43
Multnomah,7/9/2019,Denied,3
Multnomah,7/10/2019,Approved,45
Multnomah,7/10/2019,Canceled,1
Multnomah,7/11/2019,Approved,49
Multnomah,7/11/2019,Canceled,1
Multnomah,7/12/2019,Approved,94
Multnomah,7/12/2019,Canceled,1
Multnomah,7/12/2019,Denied,2
Multnomah,7/13/2019,Approved,63
Multnomah,7/13/2019,Canceled,1
Multnomah,7/14/2019,Approved,11
Multnomah,7/15/2019,Approved,45
Multnomah,7/15/2019,Denied,1
Multnomah,7/16/2019,Approved,37
Multnomah,7/16/2019,Canceled,1
Multnomah,7/17/2019,Approved,50
Multnomah,7/18/2019,Approved,51
Multnomah,7/18/2019,Canceled,1
Multnomah,7/19/2019,Approved,68
Multnomah,7/19/2019,Canceled,1
Multnomah,7/20/2019,Approved,67
Multnomah,7/20/2019,Canceled,2
Multnomah,7/20/2019,Denied,1
Multnomah,7/21/2019,Approved,14
Multnomah,7/22/2019,Approved,57
Multnomah,7/22/2019,Denied,1
Multnomah,7/23/2019,Approved,39
Multnomah,7/23/2019,Canceled,1
Multnomah,7/23/2019,Denied,2
Multnomah,7/24/2019,Approved,49
Multnomah,7/25/2019,Approved,38
Multnomah,7/26/2019,Approved,53
Multnomah,7/27/2019,Approved,53
Multnomah,7/27/2019,Canceled,2
Multnomah,7/28/2019,Approved,12
Multnomah,7/29/2019,Approved,50
Multnomah,7/29/2019,Canceled,1
Multnomah,7/29/2019,Denied,1
Multnomah,7/30/2019,Approved,55
Multnomah,7/30/2019,Denied,1
Multnomah,7/31/2019,Approved,46
Multnomah,7/31/2019,Canceled,2
Multnomah,8/1/2019,Approved,46
Multnomah,8/2/2019,Approved,39
Multnomah,8/2/2019,Canceled,3
Multnomah,8/3/2019,Approved,63
Multnomah,8/4/2019,Approved,10
Multnomah,8/5/2019,Approved,47
Multnomah,8/5/2019,Denied,1
Multnomah,8/6/2019,Approved,64
Multnomah,8/6/2019,Canceled,1
Multnomah,8/7/2019,Approved,53
Multnomah,8/8/2019,Approved,64
Multnomah,8/9/2019,Approved,76
Multnomah,8/9/2019,Denied,1
Multnomah,8/10/2019,Approved,75
Multnomah,8/10/2019,Canceled,1
Multnomah,8/10/2019,Denied,1
Multnomah,8/11/2019,Approved,18
Multnomah,8/12/2019,Approved,58
Multnomah,8/13/2019,Approved,37
Multnomah,8/13/2019,Canceled,1
Multnomah,8/13/2019,Denied,1
Multnomah,8/14/2019,Approved,44
Multnomah,8/14/2019,Denied,1
Multnomah,8/15/2019,Approved,49
Multnomah,8/15/2019,Canceled,1
Multnomah,8/16/2019,Approved,54
Multnomah,8/17/2019,Approved,78
Multnomah,8/17/2019,Denied,3
Multnomah,8/18/2019,Approved,16
Multnomah,8/19/2019,Approved,46
Multnomah,8/19/2019,Canceled,1
Multnomah,8/19/2019,Denied,2
Multnomah,8/20/2019,Approved,59
Multnomah,8/21/2019,Approved,51
Multnomah,8/21/2019,Canceled,3
Multnomah,8/21/2019,Denied,1
Multnomah,8/22/2019,Approved,53
Multnomah,8/23/2019,Approved,59
Multnomah,8/23/2019,Canceled,1
Multnomah,8/24/2019,Approved,86
Multnomah,8/24/2019,Denied,1
Multnomah,8/25/2019,Approved,32
Multnomah,8/26/2019,Approved,38
Multnomah,8/26/2019,Denied,1
Multnomah,8/27/2019,Approved,36
Multnomah,8/28/2019,Approved,40
Multnomah,8/28/2019,Denied,1
Multnomah,8/29/2019,Approved,65
Multnomah,8/29/2019,Denied,1
Multnomah,8/30/2019,Approved,83
Multnomah,8/30/2019,Canceled,1
Multnomah,8/31/2019,Approved,65
Multnomah,8/31/2019,Denied,1
Multnomah,9/1/2019,Approved,13
Multnomah,9/1/2019,Denied,1
Multnomah,9/2/2019,Approved,10
Multnomah,9/3/2019,Approved,60
Multnomah,9/4/2019,Approved,49
Multnomah,9/5/2019,Approved,55
Multnomah,9/5/2019,Denied,1
Multnomah,9/6/2019,Approved,56
Multnomah,9/6/2019,Denied,1
Multnomah,9/7/2019,Approved,221
Multnomah,9/7/2019,Denied,1
Multnomah,9/8/2019,Approved,110
Multnomah,9/8/2019,Canceled,2
Multnomah,9/8/2019,Denied,3
Multnomah,9/9/2019,Approved,57
Multnomah,9/9/2019,Canceled,2
Multnomah,9/10/2019,Approved,41
Multnomah,9/11/2019,Approved,47
Multnomah,9/11/2019,Canceled,1
Multnomah,9/11/2019,Denied,1
Multnomah,9/12/2019,Approved,55
Multnomah,9/12/2019,Canceled,1
Multnomah,9/13/2019,Approved,52
Multnomah,9/14/2019,Approved,82
Multnomah,9/14/2019,Canceled,1
Multnomah,9/15/2019,Approved,16
Multnomah,9/16/2019,Approved,53
Multnomah,9/17/2019,Approved,47
Multnomah,9/17/2019,Canceled,1
Multnomah,9/18/2019,Approved,60
Multnomah,9/18/2019,Canceled,1
Multnomah,9/19/2019,Approved,49
Multnomah,9/19/2019,Canceled,1
Multnomah,9/19/2019,Denied,2
Multnomah,9/20/2019,Approved,69
Multnomah,9/20/2019,Canceled,1
Multnomah,9/20/2019,Denied,2
Multnomah,9/21/2019,Approved,71
Multnomah,9/21/2019,Denied,1
Multnomah,9/22/2019,Approved,26
Multnomah,9/23/2019,Approved,54
Multnomah,9/23/2019,Canceled,1
Multnomah,9/24/2019,Approved,49
Multnomah,9/24/2019,Canceled,3
Multnomah,9/25/2019,Approved,44
Multnomah,9/26/2019,Approved,58
Multnomah,9/26/2019,Denied,1
Multnomah,9/27/2019,Approved,71
Multnomah,9/27/2019,Canceled,1
Multnomah,9/27/2019,Denied,1
Multnomah,9/28/2019,Approved,68
Multnomah,9/28/2019,Denied,2
Multnomah,9/29/2019,Approved,15
Multnomah,9/30/2019,Approved,40
Multnomah,10/1/2019,Approved,62
Multnomah,10/2/2019,Approved,41
Multnomah,10/2/2019,Denied,1
Multnomah,10/3/2019,Approved,53
Multnomah,10/4/2019,Approved,73
Multnomah,10/5/2019,Approved,69
Multnomah,10/6/2019,Approved,22
Multnomah,10/6/2019,Denied,1
Multnomah,10/7/2019,Approved,48
Multnomah,10/7/2019,Denied,1
Multnomah,10/8/2019,Approved,44
Multnomah,10/9/2019,Approved,48
Multnomah,10/10/2019,Approved,50
Multnomah,10/11/2019,Approved,76
Multnomah,10/11/2019,Denied,2
Multnomah,10/12/2019,Approved,58
Multnomah,10/12/2019,Denied,2
Multnomah,10/13/2019,Approved,16
Multnomah,10/13/2019,Canceled,3
Multnomah,10/14/2019,Approved,40
Multnomah,10/14/2019,Canceled,1
Multnomah,10/15/2019,Approved,50
Multnomah,10/15/2019,Canceled,1
Multnomah,10/16/2019,Approved,54
Multnomah,10/16/2019,Canceled,3
Multnomah,10/17/2019,Approved,56
Multnomah,10/18/2019,Approved,68
Multnomah,10/18/2019,Canceled,4
Multnomah,10/18/2019,Denied,1
Multnomah,10/19/2019,Approved,198
Multnomah,10/19/2019,Canceled,3
Multnomah,10/19/2019,Denied,1
Multnomah,10/20/2019,Approved,62
Multnomah,10/20/2019,Denied,1
Multnomah,10/21/2019,Approved,47
Multnomah,10/21/2019,Denied,1
Multnomah,10/22/2019,Approved,52
Multnomah,10/22/2019,Canceled,2
Multnomah,10/23/2019,Approved,32
Multnomah,10/23/2019,Canceled,1
Multnomah,10/24/2019,Approved,37
Multnomah,10/24/2019,Canceled,2
Multnomah,10/25/2019,Approved,80
Multnomah,10/25/2019,Canceled,1
Multnomah,10/26/2019,Approved,73
Multnomah,10/26/2019,Denied,1
Multnomah,10/27/2019,Approved,14
Multnomah,10/28/2019,Approved,40
Multnomah,10/28/2019,Canceled,2
Multnomah,10/29/2019,Approved,65
Multnomah,10/29/2019,Denied,1
Multnomah,10/30/2019,Approved,49
Multnomah,10/30/2019,Canceled,2
Multnomah,10/31/2019,Approved,57
Multnomah,10/31/2019,Canceled,1
Multnomah,10/31/2019,Denied,4
Multnomah,11/1/2019,Approved,80
Multnomah,11/1/2019,Canceled,1
Multnomah,11/1/2019,Denied,2
Multnomah,11/2/2019,Approved,60
Multnomah,11/2/2019,Canceled,1
Multnomah,11/3/2019,Approved,17
Multnomah,11/3/2019,Canceled,1
Multnomah,11/3/2019,Denied,1
Multnomah,11/4/2019,Approved,59
Multnomah,11/4/2019,Canceled,1
Multnomah,11/4/2019,Denied,1
Multnomah,11/5/2019,Approved,38
Multnomah,11/6/2019,Approved,52
Multnomah,11/6/2019,Denied,1
Multnomah,11/7/2019,Approved,46
Multnomah,11/7/2019,Denied,1
Multnomah,11/8/2019,Approved,75
Multnomah,11/8/2019,Denied,1
Multnomah,11/9/2019,Approved,68
Multnomah,11/9/2019,Canceled,1
Multnomah,11/10/2019,Approved,20
Multnomah,11/10/2019,Canceled,1
Multnomah,11/10/2019,Denied,1
Multnomah,11/11/2019,Approved,43
Multnomah,11/12/2019,Approved,56
Multnomah,11/12/2019,Canceled,1
Multnomah,11/13/2019,Approved,36
Multnomah,11/13/2019,Canceled,2
Multnomah,11/13/2019,Denied,2
Multnomah,11/14/2019,Approved,49
Multnomah,11/15/2019,Approved,47
Multnomah,11/15/2019,Denied,1
Multnomah,11/16/2019,Approved,234
